time	F1	B1	F2	B2
1.967	1100.71	523.83	2187.52	629.87
1.968	1070.48	546.65	2190.19	656.56
1.969	1042.25	560.31	2184.69	698.31
1.970	1023.16	568.38	2175.62	768.09
1.971	1017.58	575.84	2166.41	878.76
1.972	1026.36	583.76	2159.03	1038.13
1.973	1046.32	587.75	2154.63	1235.54
1.974	1069.94	582.75	2153.97	1421.41
1.975	1088.49	570.29	2153.91	1514.09
1.976	1097.41	556.72	2143.68	1470.45
1.977	1096.97	545.82	2117.57	1337.22
1.978	1089.55	537.86	2085.20	1188.51
1.979	1077.75	532.26	2058.57	1062.58
1.980	1063.43	528.85	2043.21	967.06
1.981	1047.37	527.40	2039.97	896.52
1.982	1029.66	526.97	2047.97	840.84
1.983	1010.61	526.24	2065.25	788.82
1.984	990.89	524.05	2087.14	730.90
1.985	971.25	519.71	2106.51	664.64
1.986	953.03	513.85	2119.48	597.21
1.987	938.26	508.76	2128.08	537.91
1.988	928.86	506.91	2136.51	492.69
1.989	925.93	509.15	2148.13	464.12
1.990	929.58	513.88	2164.46	451.61
1.991	938.76	517.50	2184.40	451.47
1.992	951.33	516.87	2203.62	458.71
1.993	964.86	512.25	2215.43	470.39
1.994	977.55	507.15	2213.28	486.29
1.995	988.65	505.06	2193.45	504.15
1.996	998.13	506.74	2157.50	515.88
1.997	1006.23	510.03	2113.16	513.71
1.998	1012.91	511.04	2069.47	498.63
1.999	1017.19	505.61	2031.24	477.32
2.000	1017.00	490.75	1998.78	455.74
2.001	1010.39	466.25	1970.45	437.71
2.002	997.14	435.03	1944.72	425.83
2.003	979.32	401.89	1921.24	421.81
2.004	960.37	372.19	1900.94	426.47
2.005	943.71	350.99	1885.43	440.16
2.006	931.84	342.64	1875.77	462.56
2.007	926.30	350.26	1871.10	491.39
2.008	927.80	375.13	1868.25	521.97
2.009	936.29	415.17	1863.66	549.22
2.010	950.31	461.98	1856.29	569.71
2.011	965.98	498.93	1848.91	580.98
2.012	977.10	507.32	1846.09	581.04
2.013	978.58	480.88	1850.00	570.60
2.014	970.46	431.27	1858.90	555.25
2.015	956.93	376.19	1870.52	543.42
2.016	942.47	328.31	1884.92	541.87
2.017	929.86	293.62	1904.42	553.41
2.018	920.23	274.00	1932.01	576.80
2.019	913.78	269.57	1969.11	607.63
2.020	910.24	279.40	2013.89	641.33
2.021	909.23	300.63	2062.87	676.04
2.022	910.19	326.54	2114.18	708.95
2.023	912.17	346.34	2166.86	728.97
2.024	913.77	350.10	2214.65	720.64
2.025	914.07	335.92	2246.24	690.53
2.026	913.20	310.43	2261.55	667.54
2.027	912.08	282.62	2267.53	667.99
2.028	911.71	259.14	2264.83	700.09
2.029	912.77	243.81	2242.48	771.18
2.030	915.36	238.55	2176.95	856.04
2.031	918.73	243.91	2071.38	880.67
2.032	921.38	258.45	1966.06	825.15
2.033	922.14	277.99	1893.26	735.50
2.034	920.25	295.62	1857.62	656.09
2.035	914.53	302.24	1847.62	595.83
2.036	904.84	292.04	1850.68	547.60
2.037	893.05	267.63	1857.78	506.88
2.038	881.50	236.39	1863.57	472.78
2.039	871.56	204.63	1865.40	444.93
2.040	863.65	175.88	1861.92	422.53
2.041	857.55	151.70	1852.07	404.32
2.042	852.59	132.65	1834.78	388.55
2.043	847.65	118.82	1809.44	372.87
2.044	841.19	109.92	1777.24	354.94
2.045	831.75	105.30	1742.96	334.65
2.046	818.90	103.96	1714.70	316.83
2.047	804.02	104.68	1699.15	309.66
2.048	789.35	105.22	1695.27	318.16
2.049	776.42	102.48	1693.26	340.14
2.050	766.50	95.51	1683.50	362.39
2.051	760.75	86.92	1670.06	366.76
2.052	759.17	79.78	1662.95	354.69
2.053	760.90	75.72	1664.21	336.61
2.054	765.05	75.48	1671.54	317.45
2.055	770.84	79.56	1681.92	299.02
2.056	777.46	88.24	1692.59	283.37
2.057	783.73	101.18	1701.70	272.72
2.058	787.99	116.83	1708.49	268.10
2.059	788.45	132.16	1712.83	269.18
2.060	783.95	143.14	1714.86	274.92
2.061	774.85	146.28	1714.79	284.15
2.062	763.09	140.51	1712.76	295.78
2.063	751.20	127.81	1708.93	308.53
2.064	741.13	112.02	1704.10	320.43
2.065	733.72	96.69	1700.52	329.37
2.066	728.88	84.06	1701.76	334.14
2.067	726.04	74.97	1711.08	333.79
2.068	724.36	69.38	1728.83	325.81
2.069	722.95	67.01	1750.99	308.39
2.070	720.97	68.01	1772.38	286.43
2.071	717.72	73.28	1791.60	269.64
2.072	712.60	83.95	1810.36	265.16
2.073	705.20	100.07	1830.27	276.20
2.074	695.77	118.92	1852.42	304.07
2.075	685.72	135.23	1878.83	349.52
2.076	677.17	144.68	1915.24	410.33
2.077	671.74	147.03	1974.54	447.18
2.078	669.88	144.95	2003.98	393.73
2.079	671.16	141.16	1995.45	342.26
2.080	674.58	137.19	1978.45	288.94
2.081	679.06	134.38	1963.42	238.65
2.082	684.37	135.09	1952.36	196.86
2.083	691.09	142.13	1945.54	165.24
2.084	699.37	156.82	1942.30	143.68
2.085	708.22	177.61	1941.19	130.43
2.086	715.70	200.47	1940.96	122.88
2.087	719.94	220.90	1940.90	118.84
2.088	719.85	236.01	1940.71	116.96
2.089	715.30	244.99	1940.37	116.66
2.090	706.62	248.31	1939.91	117.86
2.091	694.39	246.67	1939.39	120.81
2.092	679.42	240.49	1938.80	125.96
2.093	662.90	230.11	1938.06	133.90
2.094	646.47	216.42	1936.99	145.26
2.095	631.88	201.38	1935.56	160.51
2.096	620.46	187.81	1934.31	179.46
2.097	612.86	178.55	1935.20	201.20
2.098	609.13	175.61	1941.87	225.16
2.099	609.22	179.55	1958.64	252.34
2.100	613.48	189.12	1991.11	281.00
2.101	622.91	200.96	2044.75	269.54
2.102	638.43	209.40	2049.52	658.65
2.103	659.33	208.41	2058.45	714.24
2.104	682.70	195.84	2084.24	143.67
2.105	704.83	175.06	2085.14	133.94
2.106	723.05	151.90	2084.16	131.99
2.107	736.23	130.94	2081.78	134.86
2.108	744.40	114.37	2078.69	141.26
2.109	748.33	102.67	2075.18	152.11
2.110	749.25	95.55	2070.28	169.91
2.111	748.51	92.70	2061.19	196.56
2.112	747.35	94.09	2044.08	229.29
2.113	746.79	99.96	2018.05	260.51
2.114	747.53	110.67	1986.24	286.69
2.115	749.90	126.22	1952.79	310.20
2.116	753.88	145.57	1922.40	335.31
2.117	759.16	166.04	1901.13	365.89
2.118	765.23	183.39	1895.52	403.90
2.119	771.27	193.44	1909.86	446.79
2.120	776.36	194.88	1943.51	485.76
2.121	780.19	190.50	1990.02	508.90
2.122	783.38	185.18	2038.71	508.32
2.123	786.92	183.19	2078.33	486.33
2.124	791.60	187.08	2101.73	456.04
2.125	797.65	197.93	2109.14	433.75
2.126	804.72	215.79	2105.90	428.81
2.127	812.02	240.01	2097.47	443.25
2.128	818.61	269.37	2087.58	476.16
2.129	823.83	301.94	2078.46	524.50
2.130	827.48	334.80	2071.75	581.34
2.131	829.70	363.57	2069.93	636.37
2.132	830.73	382.77	2076.21	679.94
2.133	830.87	387.33	2092.19	705.13
2.134	830.68	375.09	2116.00	707.26
2.135	830.86	348.54	2141.52	683.89
2.136	831.75	313.92	2158.87	634.63
2.137	832.58	277.73	2156.14	563.23
2.138	831.54	243.63	2127.34	491.38
2.139	826.91	212.14	2087.42	440.15
2.140	818.41	182.75	2051.06	402.76
2.141	807.31	155.58	2022.63	373.82
2.142	795.37	131.41	2002.50	352.38
2.143	783.93	111.01	1989.63	337.85
2.144	773.60	94.60	1982.69	328.85
2.145	764.43	81.90	1980.52	323.09
2.146	756.21	72.35	1982.06	317.58
2.147	748.61	65.37	1986.18	309.27
2.148	741.29	60.51	1991.58	296.28
2.149	733.94	57.52	1997.04	278.98
2.150	726.32	56.30	2001.80	259.90
2.151	718.35	56.88	2005.79	242.16
2.152	710.19	59.31	2009.30	228.18
2.153	702.38	63.71	2012.73	219.62
2.154	695.94	70.19	2016.55	217.83
2.155	692.18	78.78	2021.38	223.89
2.156	692.31	89.15	2028.07	237.98
2.157	696.74	100.37	2037.54	258.61
2.158	704.70	111.06	2050.30	282.11
2.159	714.22	120.08	2065.39	303.06
2.160	722.91	127.07	2079.09	316.58
2.161	728.82	132.50	2085.75	321.10
2.162	731.20	137.15	2081.37	315.89
2.163	730.53	141.74	2066.58	297.81
2.164	728.25	147.08	2046.47	267.25
2.165	726.06	154.27	2026.64	231.95
2.166	725.26	164.39	2009.79	200.66
2.167	726.34	178.15	1996.01	177.69
2.168	729.14	195.78	1984.27	163.55
2.169	733.06	217.19	1973.31	157.29
2.170	737.34	242.31	1961.80	157.94
2.171	741.26	271.37	1948.41	164.69
2.172	744.19	304.92	1931.88	176.55
2.173	745.69	343.78	1911.60	191.87
2.174	745.49	388.88	1888.24	208.40
2.175	743.60	441.08	1864.11	224.42
2.176	740.50	500.93	1842.42	239.80
2.177	737.15	568.56	1826.10	255.68
2.178	734.82	643.97	1816.94	273.23
2.179	734.55	728.36	1815.25	292.72
2.180	736.59	826.49	1819.78	313.53
2.181	739.88	950.38	1828.02	335.33
2.182	741.55	1126.43	1836.95	359.54
2.183	734.29	1422.54	1844.14	389.82
2.184	670.17	2246.24	1848.05	431.84
2.185	1667.68	2281.60	1847.27	493.83
2.186	1828.23	1612.93	1837.67	590.42
2.187	1794.01	741.13	1933.41	1208.24
2.188	1709.82	810.04	2048.59	1049.46
2.189	1658.46	887.15	2104.99	1021.03
2.190	1610.22	1080.11	2118.08	1054.74
2.191	1436.92	1614.79	2059.41	1096.36
2.192	1014.49	1231.97	2000.21	981.71
2.193	951.15	894.80	1982.10	883.20
2.194	928.05	701.36	1971.83	815.75
2.195	920.84	569.63	1961.39	774.96
2.196	924.46	475.41	1944.40	762.41
2.197	934.46	411.05	1913.34	776.69
2.198	945.06	372.36	1860.62	805.28
2.199	951.24	354.23	1784.15	822.46
2.200	950.81	350.38	1696.25	804.23
2.201	944.81	354.32	1618.42	754.16
2.202	936.38	360.87	1562.60	697.47
2.203	928.79	367.65	1527.94	653.59
2.204	924.12	374.47	1509.26	628.82
2.205	923.11	381.76	1502.31	622.48
2.206	925.76	389.55	1504.77	632.11
2.207	931.62	397.44	1516.04	655.17
2.208	939.91	404.73	1536.98	688.68
2.209	949.25	410.86	1569.62	727.37
2.210	957.44	416.06	1615.98	759.99
2.211	961.22	422.10	1674.03	766.66
2.212	956.84	431.70	1733.14	728.25
2.213	942.18	446.15	1780.13	647.05
2.214	919.05	464.95	1811.51	549.38
2.215	892.22	488.94	1831.61	465.46
2.216	865.64	519.32	1844.53	412.30
2.217	840.65	556.49	1852.55	393.32
2.218	815.42	603.56	1856.76	406.64
2.219	785.70	667.73	1857.46	450.46
2.220	746.99	757.66	1854.88	523.43
2.221	696.96	879.96	1851.39	622.25
2.222	637.56	1040.06	1854.93	742.43
2.223	572.92	1263.40	1883.15	887.35
2.224	477.74	1741.39	1990.19	1038.84
2.225	1177.75	1891.47	2125.37	893.10
2.226	1193.27	1370.25	2154.25	747.01
2.227	1194.05	1131.58	2163.58	666.55
2.228	1197.90	980.53	2169.31	621.57
2.229	1204.57	871.98	2174.71	598.19
2.230	1213.05	787.93	2180.74	589.94
2.231	1222.58	719.63	2187.87	594.11
2.232	1232.71	662.51	2196.58	610.42
2.233	1243.40	614.14	2207.63	640.04
2.234	1255.03	573.03	2222.08	684.08
2.235	1268.30	537.64	2240.73	739.56
2.236	1283.71	506.10	2262.22	792.56
2.237	1300.73	477.06	2280.65	818.02
2.238	1317.62	450.86	2289.22	801.79
2.239	1332.06	429.12	2287.88	758.21
2.240	1342.30	413.10	2281.40	710.48
2.241	1347.85	402.96	2273.39	670.98
2.242	1349.25	398.18	2265.20	642.30
2.243	1347.30	398.73	2257.08	623.73
2.244	1342.55	406.16	2248.84	615.30
2.245	1335.02	424.58	2239.77	619.87
2.246	1323.90	461.72	2227.54	644.81
2.247	1307.22	530.75	2205.79	703.33
2.248	1280.52	654.10	2157.35	812.60
2.249	1222.52	871.42	2034.86	950.90
2.250	1049.32	1070.60	1847.96	861.18
2.251	905.00	1008.27	1770.53	675.96
2.252	840.63	947.65	1734.03	576.57
2.253	809.97	932.92	1708.64	533.84
2.254	796.96	957.25	1688.39	532.26
2.255	797.51	1013.91	1671.20	567.71
2.256	813.91	1095.34	1656.74	643.14
2.257	853.72	1182.26	1647.99	767.38
2.258	921.09	1218.29	1659.19	950.15
2.259	975.51	1134.20	1724.96	1142.45
2.260	972.51	1013.48	1822.45	1197.03
2.261	946.60	925.04	1883.95	1126.21
2.262	927.04	863.35	1906.18	1010.01
2.263	926.67	821.89	1907.72	895.02
2.264	947.36	789.67	1901.24	805.56
2.265	979.00	749.86	1890.87	744.89
2.266	1006.51	699.36	1876.63	702.46
2.267	1023.30	651.02	1859.90	669.38
2.268	1031.55	614.55	1843.86	643.64
2.269	1035.25	590.90	1830.68	625.63
2.270	1037.12	577.25	1820.76	615.02
2.271	1038.52	570.66	1813.64	610.81
2.272	1040.08	569.08	1808.76	612.22
2.273	1042.15	571.45	1805.82	619.22
2.274	1045.04	577.52	1804.78	632.81
2.275	1049.07	587.70	1805.89	655.33
2.276	1054.56	602.91	1809.64	690.95
2.277	1061.83	624.48	1816.99	746.84
2.278	1071.31	653.36	1830.47	835.46
2.279	1083.65	687.24	1859.20	977.30
2.280	1097.58	714.41	1939.43	1186.98
2.281	1102.45	717.62	2148.33	1229.80
2.282	1083.90	701.25	2206.04	941.97
2.283	1046.66	675.38	2179.55	761.93
2.284	1009.92	637.30	2145.87	627.77
2.285	987.29	592.45	2120.51	530.06
2.286	978.38	551.49	2103.56	469.21
2.287	976.54	521.32	2090.39	440.99
2.288	976.04	505.89	2076.31	439.70
2.289	973.45	507.97	2057.61	459.65
2.290	966.90	530.13	2032.34	494.51
2.291	955.17	574.86	2001.32	537.62
2.292	937.56	642.44	1968.13	584.67
2.293	915.24	727.37	1937.51	635.93
2.294	893.81	818.40	1913.92	696.17
2.295	884.62	904.91	1901.81	772.38
2.296	901.93	974.59	1906.96	866.93
2.297	948.21	992.96	1935.78	964.85
2.298	993.84	939.69	1986.88	1030.03
2.299	1015.63	858.48	2045.95	1031.26
2.300	1017.61	785.42	2095.56	971.44
2.301	1008.21	731.94	2128.99	889.32
2.302	993.54	699.78	2153.03	823.27
2.303	979.29	685.04	2176.74	786.86
2.304	972.38	682.17	2205.95	777.01
2.305	979.54	684.68	2243.89	784.64
2.306	1003.96	679.89	2291.17	798.29
2.307	1041.06	651.93	2344.72	807.00
2.308	1080.10	597.83	2398.58	805.52
2.309	1113.25	530.42	2446.99	795.72
2.310	1138.79	464.19	2486.40	781.92
2.311	1157.85	407.66	2514.90	766.06
2.312	1171.94	364.15	2530.48	746.62
2.313	1182.29	334.63	2529.93	721.88
2.314	1190.03	320.18	2509.43	695.89
2.315	1196.54	323.69	2466.21	680.28
2.316	1203.24	349.50	2398.53	685.46
2.317	1210.31	398.64	2306.88	704.66
2.318	1216.27	460.73	2202.77	707.27
2.319	1221.51	513.80	2112.73	669.90
2.320	1230.42	540.65	2056.19	607.98
2.321	1245.02	540.14	2029.45	545.12
2.322	1262.10	519.76	2019.89	488.75
2.323	1277.75	488.65	2018.02	439.16
2.324	1290.30	454.67	2018.98	396.51
2.325	1300.01	422.96	2020.93	361.31
2.326	1307.87	396.41	2023.47	334.05
2.327	1315.00	376.65	2026.76	315.26
2.328	1322.41	364.82	2031.13	305.76
2.329	1331.02	361.94	2036.89	306.96
2.330	1341.51	369.31	2044.18	321.42
2.331	1353.90	388.88	2052.57	353.37
2.332	1366.89	423.62	2060.20	408.23
2.333	1377.45	476.48	2062.99	488.06
2.334	1380.47	544.82	2056.56	578.60
2.335	1368.35	610.67	2044.57	640.58
2.336	1337.83	641.72	2040.96	645.23
2.337	1300.61	623.97	2050.49	613.45
2.338	1270.57	578.02	2066.44	580.48
2.339	1251.44	528.75	2084.62	565.09
2.340	1241.45	489.20	2105.21	573.16
2.341	1238.07	463.90	2130.31	604.81
2.342	1239.38	453.80	2162.38	656.08
2.343	1244.17	459.06	2202.59	717.34
2.344	1252.15	480.26	2248.19	773.68
2.345	1264.74	518.13	2291.12	814.54
2.346	1285.68	570.81	2323.72	846.44
2.347	1319.60	627.26	2346.04	887.00
2.348	1364.85	660.79	2362.50	940.18
2.349	1406.28	644.75	2372.69	976.09
2.350	1430.01	585.88	2374.15	951.89
2.351	1439.52	516.19	2373.16	873.85
2.352	1442.51	462.41	2373.43	788.26
2.353	1441.88	435.05	2372.41	723.88
2.354	1438.31	434.16	2368.05	685.45
2.355	1432.44	457.08	2360.09	668.07
2.356	1425.08	502.16	2349.00	666.01
2.357	1416.85	569.42	2335.10	675.71
2.358	1407.72	659.04	2317.93	696.26
2.359	1396.18	767.59	2295.83	727.83
2.360	1378.74	880.68	2266.20	767.47
2.361	1353.50	968.65	2229.16	805.53
2.362	1327.87	1009.80	2191.72	838.44
2.363	1312.54	1024.11	2159.04	885.06
2.364	1310.56	1053.86	2126.13	972.62
2.365	1323.71	1135.31	2079.87	1129.10
2.366	1368.75	1304.43	1985.93	1400.08
2.367	1585.33	1404.05	1642.98	2097.99
2.368	1249.10	3667.80	1576.38	1195.01
2.369	1517.58	1147.52	1901.57	5304.95
2.370	1461.13	1078.20	2531.86	1057.87
2.371	1433.56	993.81	2457.83	917.35
2.372	1425.96	916.92	2410.22	810.69
2.373	1425.89	854.84	2374.06	740.22
2.374	1426.40	813.46	2343.37	697.15
2.375	1424.92	797.32	2316.58	675.78
2.376	1421.01	808.11	2293.33	673.07
2.377	1414.93	844.05	2273.44	686.67
2.378	1408.06	897.79	2257.60	714.13
2.379	1405.07	952.44	2249.59	753.42
2.380	1413.13	977.84	2258.20	800.51
2.381	1428.70	942.40	2292.42	837.25
2.382	1435.07	855.63	2345.09	832.31
2.383	1428.73	759.97	2393.35	784.50
2.384	1417.51	681.01	2424.37	725.54
2.385	1406.51	625.67	2438.78	682.48
2.386	1396.70	594.06	2440.63	667.94
2.387	1387.59	584.61	2432.69	687.33
2.388	1379.10	595.52	2415.85	745.57
2.389	1372.56	624.89	2389.29	851.14
2.390	1371.58	669.53	2350.18	1020.14
2.391	1383.35	719.92	2292.81	1283.46
2.392	1416.80	743.97	2213.70	1697.36
2.393	1458.21	685.65	2160.25	2298.41
2.394	1474.90	573.51	2264.08	2832.51
2.395	1474.68	468.92	2515.54	2826.70
2.396	1470.63	386.65	2721.69	2330.01
2.397	1467.07	326.40	2778.13	1581.58
2.398	1464.65	285.48	2633.66	1184.76
2.399	1463.05	261.55	2563.42	1003.34
2.400	1461.87	253.51	2525.32	889.33
2.401	1460.91	261.62	2506.58	821.14
2.402	1460.25	287.15	2502.46	786.48
2.403	1460.10	331.45	2509.06	772.79
2.404	1460.33	394.21	2520.05	767.60
2.405	1459.66	471.22	2527.14	763.12
2.406	1454.87	552.11	2524.43	756.44
2.407	1441.36	619.36	2511.07	743.90
2.408	1417.33	652.06	2490.97	720.58
2.409	1388.45	639.53	2470.29	686.50
2.410	1363.24	592.78	2453.12	648.86
2.411	1344.88	533.46	2439.19	616.22
2.412	1331.65	477.91	2425.41	593.23
2.413	1320.77	434.00	2408.20	579.85
2.414	1310.21	404.04	2385.33	572.43
2.415	1299.01	387.64	2357.06	565.85
2.416	1287.02	383.55	2326.02	556.58
2.417	1274.58	390.79	2295.64	544.43
2.418	1262.05	409.18	2268.48	532.05
2.419	1249.67	439.47	2245.58	523.36
2.420	1237.52	483.01	2226.67	522.27
2.421	1225.91	540.72	2210.69	531.97
2.422	1215.75	611.16	2196.40	554.67
2.423	1209.00	688.12	2183.33	591.35
2.424	1208.60	759.04	2173.12	641.04
2.425	1216.54	806.66	2170.83	698.79
2.426	1230.56	816.83	2183.63	753.03
2.427	1243.89	790.48	2214.13	787.31
2.428	1251.15	744.12	2254.78	792.14
2.429	1251.89	693.97	2293.72	773.59
2.430	1248.72	646.43	2323.45	744.38
2.431	1245.20	602.00	2341.70	713.77
2.432	1244.57	561.00	2349.02	686.41
2.433	1248.51	525.05	2346.78	664.46
2.434	1256.93	495.71	2336.13	648.42
2.435	1268.94	473.43	2318.18	636.59
2.436	1283.84	457.01	2295.29	625.12
2.437	1301.28	443.99	2272.04	611.01
2.438	1320.87	432.11	2253.60	595.80
2.439	1341.53	420.81	2242.49	584.49
2.440	1361.16	411.45	2237.42	581.23
2.441	1377.56	406.65	2234.89	588.08
2.442	1389.46	409.21	2231.48	606.42
2.443	1396.79	421.09	2224.76	637.52
2.444	1400.13	443.02	2213.28	682.20
2.445	1400.42	474.31	2196.55	740.82
2.446	1398.72	512.52	2175.54	813.58
2.447	1395.51	552.40	2153.17	899.20
2.448	1389.05	585.48	2134.93	988.60
2.449	1374.01	602.89	2128.34	1053.50
2.450	1345.08	600.15	2138.28	1050.42
2.451	1305.03	578.27	2160.96	965.34
2.452	1264.20	546.01	2187.16	837.83
2.453	1230.25	517.05	2210.66	715.92
2.454	1205.03	499.32	2230.18	622.77
2.455	1188.49	491.97	2246.55	562.12
2.456	1180.86	488.74	2260.87	530.48
2.457	1182.22	482.36	2274.13	523.43
2.458	1191.23	469.03	2287.30	537.83
2.459	1205.07	450.65	2301.51	572.64
2.460	1220.73	432.84	2318.44	629.64
2.461	1236.33	421.01	2341.27	714.26
2.462	1251.07	417.83	2376.11	836.49
2.463	1264.45	422.54	2435.66	1015.27
2.464	1275.26	431.68	2545.92	1336.26
2.465	1280.95	441.09	2538.89	1856.09
2.466	1278.54	448.52	2492.56	2064.27
2.467	1266.90	453.93	2485.91	1989.75
2.468	1248.43	457.72	2485.20	1663.21
2.469	1228.43	460.86	2428.90	1265.65
2.470	1212.51	466.15	2363.20	995.55
2.471	1204.09	476.60	2324.75	816.96
2.472	1204.11	493.08	2308.36	695.49
2.473	1211.55	514.06	2307.74	613.36
2.474	1223.80	536.92	2317.60	558.06
2.475	1237.43	559.57	2333.02	520.99
2.476	1249.43	581.30	2349.89	497.84
2.477	1258.36	602.29	2365.67	488.03
2.478	1264.73	622.70	2379.71	493.26
2.479	1270.62	642.26	2393.18	516.39
2.480	1278.90	660.44	2409.30	560.81
2.481	1292.31	676.06	2434.68	628.31
2.482	1312.20	686.05	2481.56	707.69
2.483	1336.19	684.96	2556.03	740.59
2.484	1356.34	670.87	2613.74	682.86
2.485	1364.34	653.37	2632.09	607.85
2.486	1359.72	644.39	2628.57	546.84
2.487	1348.01	646.52	2616.24	500.31
2.488	1335.03	656.21	2602.10	466.34
2.489	1324.33	669.23	2588.80	443.25
2.490	1317.44	682.18	2576.60	429.17
2.491	1314.58	692.10	2564.84	422.50
2.492	1315.01	695.63	2552.67	422.64
2.493	1317.10	688.66	2539.09	430.31
2.494	1318.55	667.66	2522.90	447.86
2.495	1317.04	632.67	2502.38	479.79
2.496	1311.26	589.38	2474.62	533.52
2.497	1301.37	547.79	2433.63	618.56
2.498	1288.82	517.93	2368.12	735.25
2.499	1275.85	506.20	2271.97	849.50
2.500	1264.97	514.11	2167.47	922.67
2.501	1258.70	539.14	2081.10	966.62
2.502	1260.47	577.38	2019.07	1011.62
2.503	1276.19	624.35	1974.83	1088.06
2.504	1313.39	666.63	1940.01	1233.58
2.505	1369.38	666.89	1923.15	1497.11
2.506	1412.89	608.96	1972.25	1870.68
2.507	1428.10	542.08	2123.99	2213.42
2.508	1425.35	490.28	2357.65	2345.11
2.509	1412.84	453.48	2585.83	2155.88
2.510	1394.42	427.63	2684.76	1720.98
2.511	1372.51	407.26	2626.70	1371.35
2.512	1350.11	386.98	2551.03	1177.91
2.513	1330.41	365.14	2491.68	1046.17
2.514	1314.91	344.07	2447.22	953.22
2.515	1303.45	327.03	2412.70	895.20
2.516	1295.65	316.77	2384.02	870.55
2.517	1291.60	315.74	2358.50	878.19
2.518	1291.78	326.67	2334.16	917.50
2.519	1296.64	352.67	2308.92	986.92
2.520	1306.26	396.30	2280.41	1081.46
2.521	1319.74	457.35	2246.60	1189.35
2.522	1334.34	529.63	2208.02	1288.77
2.523	1344.73	599.10	2171.33	1350.95
2.524	1345.31	647.40	2148.30	1360.83
2.525	1336.44	661.73	2146.18	1339.34
2.526	1325.08	644.39	2163.54	1325.36
2.527	1317.08	608.23	2197.64	1341.82
2.528	1313.73	564.92	2249.16	1389.43
2.529	1313.84	520.80	2321.15	1453.43
2.530	1315.72	478.30	2415.91	1505.56
2.531	1317.76	437.96	2526.71	1504.59
2.532	1318.40	400.14	2622.68	1424.27
2.533	1316.40	365.75	2661.59	1327.11
2.534	1311.35	336.03	2632.29	1290.15
2.535	1304.08	312.00	2548.43	1247.24
2.536	1296.48	294.60	2462.84	1158.11
2.537	1290.54	284.89	2398.23	1061.43
2.538	1287.58	283.81	2352.74	982.11
2.539	1288.06	291.72	2320.15	926.37
2.540	1291.82	308.10	2295.41	891.31
2.541	1298.38	331.55	2275.33	870.90
2.542	1307.15	359.83	2258.22	858.90
2.543	1317.52	390.15	2243.41	850.69
2.544	1328.89	419.93	2230.66	844.37
2.545	1340.66	447.79	2219.55	840.82
2.546	1352.13	473.98	2209.01	842.48
2.547	1362.41	500.02	2197.24	851.50
2.548	1370.22	527.64	2181.82	868.21
2.549	1373.96	557.50	2160.49	891.00
2.550	1372.25	587.55	2132.86	917.77
2.551	1365.12	611.67	2102.18	949.41
2.552	1354.88	621.08	2074.97	992.93
2.553	1344.78	609.76	2058.70	1058.11
2.554	1335.58	579.82	2059.33	1146.11
2.555	1324.95	541.45	2078.46	1241.09
2.556	1310.82	507.08	2110.77	1318.47
2.557	1293.04	485.38	2145.84	1361.79
2.558	1272.37	480.90	2172.05	1366.87
2.559	1249.52	496.16	2179.71	1333.57
2.560	1224.65	532.67	2164.73	1260.57
2.561	1197.00	589.97	2131.80	1149.16
2.562	1165.29	662.77	2093.26	1010.75
2.563	1130.47	739.34	2061.59	868.84
2.564	1098.60	806.90	2042.01	748.95
2.565	1078.53	858.11	2033.13	665.89
2.566	1076.90	888.19	2032.00	622.53
2.567	1094.38	890.81	2036.93	615.14
2.568	1124.15	862.76	2047.61	636.74
2.569	1154.78	811.79	2063.95	677.98
2.570	1176.89	754.86	2084.45	728.13
2.571	1187.05	707.13	2105.79	776.57
2.572	1186.48	674.36	2123.94	813.39
2.573	1178.39	653.92	2135.74	831.10
2.574	1166.40	639.63	2139.74	828.28
2.575	1153.62	626.49	2136.26	810.72
2.576	1141.79	613.45	2126.34	787.38
2.577	1130.95	603.41	2110.67	765.51
2.578	1119.89	601.46	2089.32	748.38
2.579	1106.85	613.15	2062.24	735.45
2.580	1089.86	643.30	2030.03	723.59
2.581	1066.81	694.67	1994.43	708.82
2.582	1035.61	766.27	1958.25	689.14
2.583	995.96	851.79	1924.26	667.24
2.584	953.79	942.52	1893.66	650.93
2.585	927.31	1040.10	1865.39	650.71
2.586	949.32	1161.90	1836.45	677.66
2.587	1056.18	1281.78	1802.07	745.22
2.588	1249.31	1283.63	1753.41	885.74
2.589	1431.52	928.18	1743.63	1284.72
2.590	1419.30	670.09	1914.14	1484.88
2.591	1406.93	557.01	2040.54	1470.12
2.592	1395.63	500.24	2111.31	1379.49
2.593	1382.67	475.56	2138.56	1274.70
2.594	1367.19	468.94	2140.86	1182.28
2.595	1350.43	470.24	2133.95	1112.70
2.596	1335.14	473.51	2127.95	1072.38
2.597	1324.26	476.99	2128.55	1066.41
2.598	1319.82	481.10	2139.58	1099.09
2.599	1322.85	486.26	2165.12	1175.26
2.600	1333.63	491.59	2211.80	1303.13
2.601	1351.73	494.59	2294.51	1499.59
2.602	1375.43	492.21	2456.66	1811.76
2.603	1401.19	483.86	2759.14	2566.59
2.604	1424.92	474.46	2838.32	943.33
2.605	1443.97	472.80	2825.08	884.88
2.606	1457.29	487.14	2826.31	898.00
2.607	1463.77	522.30	2840.73	992.91
